,t,m
MED16,-0.613619204361033,-0.92042880654155
CLINT1,0.613562127418593,0.920343191127889
SURF1,-0.61341452521915,-0.920121787828725
TCEAL3,-0.613315400088767,-0.91997310013315
AHSA1,-0.613261782631955,-0.919892673947933
SPDYE5,0.613219440477007,0.919829160715511
NOP53,0.613073813942664,0.919610720913996
CEP72,0.612819225872705,0.919228838809057
CDK8,0.612748232840625,0.919122349260937
MAML2,0.612649608840366,0.918974413260549
SGK3,-0.612637046785873,-0.91895557017881
CUL3,-0.612583977375017,-0.918875966062526
FDXR,0.612551761436879,0.918827642155318
GRAMD2B,0.414175997674196,0.621263996511294
EIF4G3,-0.612471791126312,-0.918707686689468
ABCA7,-0.612405767788753,-0.91860865168313
IKBIP,0.612377084528178,0.918565626792267
SLC7A11,0.612328377074799,0.918492565612198
TTC23,-0.612213761310823,-0.918320641966234
PCMTD1,-0.611686761025726,-0.917530141538589
CHCHD10,-0.611680803655544,-0.917521205483316
ZNF625,0.611327740971769,0.916991611457654
FAM199X,-0.611285468845669,-0.916928203268504
NDUFB8,-0.611138190526722,-0.916707285790083
ZBTB41,0.611047860157554,0.916571790236331
CTCF,0.610936076220455,0.916404114330682
MARF1,-0.61078497624093,-0.916177464361395
AZU1,0.610724577255465,0.916086865883198
TARS2,-0.610714412436122,-0.916071618654183
DLAT,0.610425529037491,0.915638293556237
DDA1,-0.610326036663016,-0.915489054994524
ATG101,-0.610216557084896,-0.915324835627344
OPA1,0.610096853371735,0.915145280057603
VPS53,0.609753851154554,0.914630776731831
CTDNEP1,0.609660577914641,0.914490866871962
XPNPEP3,-0.609608511610792,-0.914412767416188
SOCS3,0.609535092174237,0.914302638261355
ZNF668,0.60936763800603,0.914051457009045
CC2D1B,-0.609315527573467,-0.9139732913602
ZYG11A,-0.0933750969569821,-0.140062645435473
SLC25A1,0.608828665921563,0.913242998882345
ROM1,-0.608376571401542,-0.912564857102313
RBM19,0.608212898117395,0.912319347176092
ZNF621,-0.608051613655474,-0.912077420483211
TBL3,0.607941862479761,0.911912793719642
ZNF827,0.407511831922646,0.611267747883969
CUZD1,-0.607860608436201,-0.911790912654302
MTHFD2L,0.607808827776406,0.911713241664609
UBA52,-0.607673954491566,-0.911510931737349
HNRNPU,-0.607633293563868,-0.911449940345802
PXYLP1,0.406771516726731,0.610157275090097
C1orf54,-0.081838377056855,-0.122757565585283
ZNF816,-0.60726160380656,-0.91089240570984
YTHDF2,-0.607249855767496,-0.910874783651244
FOXD2,0.406460085206485,0.609690127809728
CD109,-0.607126680469511,-0.910690020704267
PAAF1,0.607014327787735,0.910521491681602
MKI67,0.606897618808906,0.910346428213359
TEX15,0.078154354609709,0.117231531914564
XPO1,0.606780889357418,0.910171334036127
C2orf74,-0.606759460185607,-0.910139190278411
ACER2,0.0774494648320466,0.11617419724807
SCP2,-0.606639844505723,-0.909959766758584
SYNJ2,0.606534813194757,0.909802219792135
CHST7,-0.0754473800502707,-0.113171070075406
GLI2,0.0748894269689327,0.112334140453399
PAPOLA,-0.606136365566604,-0.909204548349906
XYLB,-0.60602521424954,-0.90903782137431
KIAA1109,-0.605813057725734,-0.908719586588601
ZFP82,0.60551127923581,0.908266918853715
PRKAG1,-0.605180359920651,-0.907770539880977
CHML,-0.605106230708533,-0.9076593460628
CAPS2,-0.605040613640478,-0.907560920460717
NDUFA9,0.604839091426127,0.907258637139191
LLGL2,0.604817224290027,0.907225836435041
GPR3,0.604751629786017,0.907127444679026
IFT20,-0.604436367278089,-0.906654550917134
GNL3L,0.604332005770968,0.906498008656452
CCDC13,-0.0571612042171735,-0.0857418063257603
AIP,-0.604018644560861,-0.906027966841291
DNAJC11,-0.603829811708871,-0.905744717563306
HSPD1,0.603805805898766,0.905708708848149
TP73,-0.0520860691636235,-0.0781291037454352
GBX2,0.603545319572345,0.905317979358518
ZNF404,0.0488528671679634,0.0732793007519451
SERHL2,-0.60337444837958,-0.90506167256937
CNOT9,-0.603150210997266,-0.904725316495899
ITGA2B,0.602869495770635,0.904304243655953
CBY1,-0.602783950972092,-0.904175926458138
BORCS8,-0.602729682199083,-0.904094523298624
CCT5,0.602617238730476,0.903925858095714
ZNF711,0.0360876946194908,0.0541315419292362
FAM86C1,0.602445652481342,0.903668478722013
HEATR5A,-0.602421001542841,-0.903631502314261
SHROOM1,0.0327302944668725,0.0490954417003087
CST3,-0.602305950335068,-0.903458925502602
MANF,0.602198652985221,0.903297979477832
RNF121,-0.602098730134456,-0.903148095201684
AATK,-0.0282908244698698,-0.0424362367048047
FGF11,-0.602091554791061,-0.903137332186592
HBA1;,0.0243868614788928,0.0365802922183392
CENPP,0.601866086626601,0.902799129939902
TMED3,-0.601797498238646,-0.902696247357969
CSNK1G2,0.0208880345703921,0.0313320518555882
MTRR,0.601725248830883,0.902587873246324
NECAP2,0.601694755717816,0.902542133576724
AGMAT,0.601663188811766,0.902494783217649
KRI1,-0.601627556086496,-0.902441334129744
NBL1,-0.601575618032931,-0.902363427049397
TOP1,0.601486052121004,0.902229078181506
SULT1B1,0.0107346774553405,0.0161020161830107
PPP5D1,-0.00833110742343324,-0.0124966611351499
PMEL,0.00177035099184765,0.00265552648777148
CFD,-0.601204001294125,-0.901806001941188
KDELR3,0.601148608608229,0.901722912912344
BROX,-0.601123815106101,-0.901685722659151
FGF5,-0.601079097097402,-0.901618645646103
NUDT16,-0.601070331533778,-0.901605497300667
MON1B,-0.600911784843904,-0.901367677265856
ZNF43,0.600905965673663,0.901358948510494
FAAP20,0.60088107780261,0.901321616703915
PAFAH1B3,-0.600666598052701,-0.900999897079051
CSTF1,-0.600609898487282,-0.900914847730923
STX7,-0.600224022200317,-0.900336033300476
TUBA4A,-0.599916144194275,-0.899874216291412
PHF12,0.599890822912693,0.89983623436904
TMEM198,0.599733982012974,0.899600973019461
LCLAT1,-0.599717162944139,-0.899575744416208
ZNF592,0.599667648144712,0.899501472217068
S100A10,0.599555029857754,0.899332544786631
DNAL4,-0.598834604298375,-0.898251906447562
PSMD14,0.598680497523965,0.898020746285948
FZR1,0.598627008397777,0.897940512596666
GOLT1B,0.598214952842081,0.897322429263122
ZBTB6,-0.597792896495567,-0.89668934474335
ZBTB26,0.597773091984866,0.896659637977299
BCAS3,-0.597317115344497,-0.895975673016746
CDC25A,0.392018995600876,0.588028493401314
HOMEZ,0.597136787997505,0.895705181996258
MED8,0.597076618445173,0.89561492766776
PLA2G4C,-0.596943476928475,-0.895415215392713
CCNL2,0.596673983165115,0.895010974747672
WDR53,-0.596572670888662,-0.894859006332993
WARS,-0.596479533116366,-0.894719299674549
NAT10,0.596123127156005,0.894184690734008
ZDHHC9,-0.595930286581761,-0.893895429872641
SPAG5,0.595840619974788,0.893760929962182
VGLL4,0.595801686106244,0.893702529159366
SNX10,-0.595506529855943,-0.893259794783914
PLEKHA5,-0.595418291828203,-0.893127437742305
ZNF468,-0.595282547967152,-0.892923821950728
WTAP,0.594788164447821,0.892182246671732
STK31,-0.594640346297396,-0.891960519446094
C5orf22,-0.594531838231115,-0.891797757346672
OLFML2B,0.59451651369816,0.89177477054724
PPM1K,-0.594503574929914,-0.891755362394871
DLG4,-0.594427569314565,-0.891641353971848
PHETA2,0.594406413748678,0.891609620623017
NRP1,-0.59418375186179,-0.891275627792685
ALDH16A1,-0.38730013856848,-0.58095020785272
CEP192,0.59402922553954,0.89104383830931
CRYBG2,-0.387029879641953,-0.580544819462929
ZNF100,0.593887723484902,0.890831585227353
BTF3,0.593751377668738,0.890627066503107
DRAM2,-0.593744777578968,-0.890617166368452
HSPA8,-0.593349864986673,-0.89002479748001
ADNP,-0.593191744445513,-0.88978761666827
THUMPD2,0.592951137702583,0.889426706553875
KDM6B,0.592721669799291,0.889082504698936
RIPPLY2,0.592630946427763,0.888946419641645
PELP1,0.592613154165913,0.888919731248869
PRTN3,0.384964473323192,0.577446709984788
SPIN1,-0.592371116372261,-0.888556674558391
CSF1,0.592131212184475,0.888196818276712
BUD23,0.592025366461529,0.888038049692293
DNAJA3,0.591982447820134,0.887973671730201
CCND2,0.591966147783392,0.887949221675088
CEP95,0.59195911526683,0.887938672900245
ZNF524,0.591951011868606,0.887926517802909
PKNOX1,-0.591908619677357,-0.887862929516035
SCNM1,-0.591792310577249,-0.887688465865873
MFSD14B,-0.591566201644565,-0.887349302466848
RPS9,0.591532338596859,0.887298507895289
CGRRF1,-0.59135132851083,-0.887026992766245
BCL9L,0.591262759903444,0.886894139855166
DNAAF2,-0.591236996125895,-0.886855494188842
ATP1A3,-0.382840513865022,-0.574260770797533
TAF5L,0.590905020985391,0.886357531478086
TMEM147,-0.590813140365642,-0.886219710548463
MTF2,0.590740802216916,0.886111203325374
DNAJC24,-0.590549323111509,-0.885823984667264
PCDHGB1,-0.590451198510083,-0.885676797765125
CECR2,-0.590380797565875,-0.885571196348813
GSE1,0.590273762634099,0.885410643951149
ZFAND6,-0.590244432742143,-0.885366649113214
AGFG1,-0.590208907070501,-0.885313360605751
GRPEL2,0.590042467349157,0.885063701023735
KATNA1,0.589963995704983,0.884945993557475
MRPL54,-0.58979514555232,-0.88469271832848
RPS8,0.58972555839488,0.88458833759232
COA8,0.589718562742816,0.884577844114224
ZNF20,-0.589615188721418,-0.884422783082127
CYLD,0.589316557912896,0.883974836869344
TRAPPC8,0.589269971507025,0.883904957260538
PIDD1,0.589034476908104,0.883551715362156
KHSRP,-0.588990530528652,-0.883485795792978
MAML3,0.588772304077206,0.883158456115809
PRKCI,-0.588290300050743,-0.882435450076114
NCK1,0.588200660816381,0.882300991224572
GEMIN2,0.588135066256426,0.882202599384639
NKTR,-0.588013322834518,-0.882019984251777
SEC24A,0.587874455399893,0.881811683099839
PCNP,-0.587702002035318,-0.881553003052977
PLPP7,-0.587686087564448,-0.881529131346672
STK32C,0.587680012732815,0.881520019099223
NUDT22,-0.587632842970893,-0.88144926445634
PES1,0.587441482023469,0.881162223035204
EXOSC8,0.587438249267261,0.881157373900891
AMPD2,-0.587407888008568,-0.881111832012852
SPC25,0.587325207892357,0.880987811838535
ANLN,0.586969088996194,0.880453633494291
VBP1,0.586610954754873,0.87991643213231
KLHL15,0.58627186342983,0.879407795144745
FAM151B,0.586199830709683,0.879299746064524
ARID5A,0.585479279288797,0.878218918933195
YARS2,0.585403433103738,0.878105149655607
ANO6,-0.585401537970597,-0.878102306955896
UBE2R2,0.585300284429228,0.877950426643842
ZBTB3,-0.585174439933962,-0.877761659900943
ENDOV,-0.585094278961988,-0.877641418442982
SPATA24,-0.584471761867884,-0.876707642801826
TBC1D16,0.58445299033243,0.876679485498645
METTL2A,-0.584262789029748,-0.876394183544622
PNKD,-0.584071771349012,-0.876107657023518
HMSD,-0.584039475040105,-0.876059212560158
SDHAF2,-0.583948324406672,-0.875922486610008
DTNBP1,-0.583941900456847,-0.87591285068527
ASPHD1,-0.583757531739612,-0.875636297609418
QKI,-0.583713739163667,-0.8755706087455
EBI3,0.583500761751277,0.875251142626915
RPL13,0.583482218484897,0.875223327727346
ZNF444,0.583405643776534,0.875108465664801
MAN2B1,0.583347791379586,0.875021687069379
SEPTIN7,0.58314615631834,0.87471923447751
SLC25A16,-0.583086300097365,-0.874629450146047
MBNL1,0.582850358294724,0.874275537442086
PRKD2,0.582646271401669,0.873969407102503
PTPRU,-0.582273995013219,-0.873410992519828
SMIM1,0.582221850180514,0.873332775270771
PIGO,-0.582105460147758,-0.873158190221637
ORC1,0.582097995863506,0.873146993795259
CUL4B,-0.582091352023664,-0.873137028035496
RAB1B,-0.582052820460711,-0.873079230691067
SHKBP1,-0.582033809566257,-0.873050714349386
SUSD6,-0.581982742061071,-0.872974113091607
COX14,-0.5819076673152,-0.8728615009728
CHD5,0.581818844511246,0.872728266766869
FOXRED2,-0.581504718272897,-0.872257077409345
RPS2,0.581491310236928,0.872236965355392
XBP1,0.581324861274407,0.871987291911611
ZNF239,-0.580674229574645,-0.871011344361967
WDR66,-0.58022261014481,-0.870333915217215
UFD1,0.579968166787559,0.869952250181339
CHPT1,0.57989264325916,0.86983896488874
LPCAT4,0.579759178316667,0.869638767475001
HELQ,-0.579369473437455,-0.869054210156183
POGLUT3,0.579307105457698,0.868960658186547
DCUN1D3,0.578686402010046,0.868029603015069
TGFBRAP1,0.578678981068483,0.868018471602725
PPIL6,0.578502719947834,0.867754079921751
ZNF880,-0.578382533156705,-0.867573799735057
TIMM17A,0.578060171916098,0.867090257874147
HDAC2,0.577849591567715,0.866774387351573
RPL30,0.577747947685679,0.866621921528519
TRPC1,-0.577715230166204,-0.866572845249306
FOPNL,0.577677930049128,0.866516895073692
PADI1,0.577361860748412,0.866042791122618
TYW1B,0.577290510277568,0.865935765416352
OSTM1,0.577240420779593,0.865860631169389
TRIM32,-0.576672756483295,-0.865009134724942
NFATC1,-0.576456817943901,-0.864685226915852
DDX5,0.576394789972562,0.864592184958843
HSPA4,0.575981545633557,0.863972318450335
CIAO2B,0.575624720775181,0.863437081162772
CBWD2,0.575618825622558,0.863428238433837
ZNF10,0.575541367983434,0.863312051975151
FRG1,0.575473550256047,0.86321032538407
RIPOR3,-0.575406189871665,-0.863109284807497
IQGAP3,-0.575312876747422,-0.862969315121133
RBCK1,-0.575147091647422,-0.862720637471133
XIAP,-0.575054692091243,-0.862582038136865
RHBDD3,-0.57496575093133,-0.862448626396995
CERK,0.57463014171051,0.861945212565765
ZNF296,0.357697639914103,0.536546459871155
PPP2CA,0.574594902640528,0.861892353960792
FERMT2,0.574517372136849,0.861776058205273
TMC8,0.357417140872845,0.536125711309267
ROCK1,0.573959518563122,0.860939277844683
FNTB,-0.573928952447484,-0.860893428671226
GPRIN1,0.356611650274594,0.534917475411891
ZNF878,0.573923982096133,0.8608859731442
TP53BP1,0.573709290095762,0.860563935143643
WDR20,-0.573644501997231,-0.860466752995847
ZNF493,0.573606153320679,0.860409229981018
WDR12,0.57340418520615,0.860106277809225
NIF3L1,-0.573395423028289,-0.860093134542434
MEF2C,-0.573350687983785,-0.860026031975677
DHX29,-0.573318731199413,-0.85997809679912
KRIT1,0.572772189069177,0.859158283603766
SRSF6,0.572736877338974,0.859105316008461
RPS27,0.572732218995899,0.859098328493848
SUPT7L,-0.572666668104464,-0.859000002156696
PRR5,0.354575127561303,0.531862691341955
RPAP3,0.572432677702335,0.858649016553502
ZSCAN22,-0.572075257872167,-0.85811288680825
PEX11A,-0.571994626694554,-0.857991940041831
MAPRE3,-0.571974844396878,-0.857962266595317
TEDC1,-0.353523156527616,-0.530284734791424
CAVIN3,0.571502928291553,0.857254392437329
CTSL,-0.571329930705706,-0.856994896058559
ARID2,-0.571157850595062,-0.856736775892593
MLLT6,0.571075187048067,0.856612780572101
CD2BP2,-0.571027260911989,-0.856540891367984
CLPP,-0.571018901284349,-0.856528351926523
PRR12,-0.351695124227715,-0.527542686341572
KAZALD1,-0.570557991474448,-0.855836987211672
HMBS,0.57038096536694,0.85557144805041
MOB2,-0.570263215868064,-0.855394823802096
EMC3,-0.570108267701792,-0.855162401552688
USP9X,-0.570048628942592,-0.855072943413888
ANKRD42,-0.569938415357074,-0.854907623035611
MAP11,-0.569876914190653,-0.85481537128598
LSS,0.5697496801297,0.85462452019455
OAS3,0.56974706970907,0.854620604563605
ARPC5,-0.569662242371248,-0.854493363556872
FSD2,0.569623018069298,0.854434527103947
GPSM2,0.569296486174418,0.853944729261627
ZNF266,0.569263583283492,0.853895374925238
ENDOD1,0.569250671072151,0.853876006608226
AIF1L,0.56886517972478,0.85329776958717
GPBP1L1,0.568701377748706,0.853052066623059
PIAS3,-0.568552594275623,-0.852828891413435
MAGI3,-0.568548949969491,-0.852823424954237
MBD2,0.568046412159288,0.852069618238932
CXCL16,-0.347176841444425,-0.520765262166638
AUP1,0.567902920733397,0.851854381100095
ZBTB20,-0.567725092129962,-0.851587638194943
PXMP4,-0.567658609669079,-0.851487914503618
FAM32A,-0.567581211515714,-0.851371817273571
WDR33,0.566891470492478,0.850337205738717
ABCB6,-0.566700965339243,-0.850051448008864
FAN1,-0.566641870204637,-0.849962805306955
DSEL,0.56642691132146,0.84964036698219
GTF2H4,0.566363159110702,0.849544738666053
RPA1,0.566348881356666,0.849523322034999
VSTM1,0.566263566095271,0.849395349142906
NDUFB5,-0.566192371399606,-0.849288557099409
AKR7A3,-0.343676748101951,-0.515515122152926
ACSS2,0.565618616594757,0.848427924892135
MINDY2,0.565589829922056,0.848384744883084
KCNRG,0.34345530464599,0.515182956968985
TECR,0.565482558597448,0.848223837896172
TRIM44,-0.565455359094692,-0.848183038642038
ZDHHC6,-0.565356358370749,-0.848034537556124
ERI2,0.565307215527223,0.847960823290834
TXNDC16,-0.565296550583597,-0.847944825875395
PDCD11,0.56511708960668,0.84767563441002
PRKCD,0.34272034760453,0.514080521406795
MGA,-0.564930662565567,-0.847395993848351
SMAGP,0.564842150041389,0.847263225062084
HDAC9,-0.564324669883816,-0.846487004825724
ZBED3,-0.564207136773927,-0.84631070516089
BIN3,0.564191757272828,0.846287635909242
BPHL,-0.564158634735284,-0.846237952102926
TESK1,-0.564099964603527,-0.84614994690529
NDOR1,0.563965446332505,0.845948169498758
POC1B,0.563963102872625,0.845944654308938
B9D1,-0.563651273008157,-0.845476909512235
TRMT10C,0.563554607537445,0.845331911306167
MVD,0.563523690909902,0.845285536364853
PRIM2,0.563372234762561,0.845058352143842
DEDD,0.563136232455641,0.844704348683462
GK5,0.562591658469133,0.843887487703699
ZNF787,0.562416461737433,0.843624692606149
RTBDN,0.562376608089615,0.843564912134422
PCDH11Y,0.562277042949714,0.843415564424571
SLC9A6,0.562232842078681,0.843349263118021
OGA,0.562014771617646,0.843022157426469
CYFIP1,0.561606782827132,0.842410174240698
PCDHB13,0.336896103392014,0.505344155088021
ANKRD49,-0.561468232869762,-0.842202349304643
PPP1R3D,-0.561357857448413,-0.84203678617262
SETD2,0.561080956711167,0.84162143506675
ACADVL,0.561028344927789,0.841542517391684
ZNF564,-0.560997688661354,-0.841496532992031
FN3KRP,0.560934198268516,0.841401297402774
HNRNPF,0.560810119533301,0.841215179299951
TCEANC2,0.560691937640206,0.841037906460309
SYNJ1,-0.560613336203483,-0.840920004305225
COIL,0.5605711681673,0.84085675225095
SLC66A1L,-0.560342107302966,-0.840513160954449
LAMC2,-0.560283863665314,-0.840425795497971
CDC37L1,-0.560102093165046,-0.840153139747569
PHGDH,0.560061132956879,0.840091699435318
ABITRAM,0.559889994575011,0.839834991862517
SLC3A2,0.559836605312033,0.83975490796805
RPUSD4,0.559805146731248,0.839707720096872
TPCN1,0.559449542725611,0.839174314088416
TRIO,0.559055975353886,0.838583963030829
C12orf60,-0.559038136826751,-0.838557205240126
ARPC1A,0.558661730533374,0.837992595800061
TAZ,0.558441420595066,0.837662130892599
PIN4,-0.55843073233547,-0.837646098503205
ALG6,-0.558376149803591,-0.837564224705386
ZDHHC5,-0.558055869183555,-0.837083803775333
P3H1,0.55803109763254,0.83704664644881
PPP1R12C,-0.331047600137539,-0.496571400206308
RNGTT,0.557671064033248,0.836506596049872
SLC35A3,0.557309350732204,0.835964026098306
RUNDC1,-0.55668580803826,-0.83502871205739
LEMD2,-0.328429251772006,-0.492643877658009
LSM8,0.556101023520291,0.834151535280437
MRM3,0.556067345624316,0.834101018436474
REXO2,0.555903310933528,0.833854966400292
CAND1,0.555662767293622,0.833494150940433
RICTOR,-0.555645588438472,-0.833468382657708
TYW1,0.555636674114339,0.833455011171509
COMTD1,0.555409548284881,0.833114322427321
CDH1,-0.555312040818608,-0.832968061227912
CCDC90B,-0.555277908173067,-0.8329168622596
KIF3B,0.554743069751105,0.832114604626657
RAB11FIP2,0.5546791018412,0.8320186527618
KCTD6,-0.554516707528086,-0.831775061292129
MAX,-0.554495448546616,-0.831743172819924
ATG14,0.554473823581282,0.831710735371923
RASGEF1A,-0.554306927523925,-0.831460391285887
PRRT3,0.554245258216255,0.831367887324383
STBD1,0.554102672554884,0.831154008832326
BSG,-0.553542316229474,-0.830313474344211
WDCP,-0.553450543997892,-0.830175815996838
NT5DC2,-0.553101814291556,-0.829652721437334
HAT1,0.552910973783932,0.829366460675898
SETD4,0.552690457029932,0.829035685544898
DNAJB11,0.552670920175671,0.829006380263506
CDC16,-0.552622504033142,-0.828933756049713
HOXA6,-0.322287322599493,-0.483430983899239
MDH1,0.552402876026763,0.828604314040144
SLFN5,0.551916047732722,0.827874071599083
MBD4,0.55158152788919,0.827372291833785
SPSB3,0.551414852583982,0.827122278875973
LENG8,0.551114863812195,0.826672295718292
FAM172A,-0.55099640210696,-0.82649460316044
CWC22,0.550926752526697,0.826390128790045
SLC5A6,0.550879976280404,0.826319964420606
TFPI,0.550516069082209,0.825774103623313
ZMYM4,-0.550385544003796,-0.825578316005694
ELP1,-0.550210714704221,-0.825316072056332
UPP1,-0.549854105023096,-0.824781157534644
LRRK1,-0.549787839664947,-0.824681759497421
TBXAS1,-0.317401198524386,-0.476101797786579
ZNF692,0.549526844746813,0.824290267120219
CFAP298,0.549448087646966,0.824172131470449
CREB3,-0.549250556581069,-0.823875834871604
TMF1,-0.549162599395289,-0.823743899092934
PPP1R2,-0.549158540061116,-0.823737810091674
SLC7A6,0.548784021241678,0.823176031862517
HDGFL2,-0.548686133174108,-0.823029199761162
SLC25A28,0.548668786897068,0.823003180345602
STOX2,-0.548635980210197,-0.822953970315295
USP49,0.548173599453681,0.822260399180522
KDM3A,0.548143903582755,0.822215855374133
ZNF224,-0.54810580169757,-0.822158702546355
RPL23,0.548075680740811,0.822113521111216
CATSPER3,0.31452975785897,0.471794636788455
LSM5,0.547888147629869,0.821832221444804
POLRMT,-0.547757450146379,-0.821636175219568
GPC6,0.3140473059362,0.4710709589043
WDR13,-0.546689017364181,-0.820033526046271
PRRG1,0.546684500371249,0.820026750556874
CSAD,-0.312278803577082,-0.468418205365623
PSMB4,0.546331529655209,0.819497294482814
ZNF92,0.546269790620284,0.819404685930426
ZNF599,-0.546152193943276,-0.819228290914914
HSPA4L,0.546105845818859,0.819158768728289
SUMO3,0.546047947724164,0.819071921586246
MGMT,-0.546032711006509,-0.819049066509763
SLC38A1,0.545579282020993,0.81836892303149
C1orf74,0.545573289820048,0.818359934730072
PRPF38A,0.545478088074374,0.818217132111561
TMEM208,-0.545414430331005,-0.818121645496507
E2F2,-0.545290341688564,-0.817935512532846
FCF1,-0.545232221687971,-0.817848332531957
EXO1,0.544954983345552,0.817432475018328
PNPLA8,-0.544782153807992,-0.817173230711988
OAZ2,-0.544647825606612,-0.816971738409918
PMPCA,0.54429386107086,0.81644079160629
SUDS3,0.544076508523978,0.816114762785967
SLC16A3,0.543845830626407,0.815768745939611
HSBP1L1,0.543682757419,0.8155241361285
DNAJC1,0.307255181899192,0.460882772848788
PLXNB2,0.543320782387303,0.814981173580954
PPP1R1C,0.542718649152582,0.814077973728873
CUL5,-0.542438212838966,-0.813657319258449
ZNF79,-0.542352322210924,-0.813528483316386
RBM7,0.542291626232449,0.813437439348673
PHF10,-0.542231701420737,-0.813347552131105
SFMBT1,0.542192930195953,0.81328939529393
SLC7A6OS,0.542164952056581,0.813247428084871
KRT86,-0.541627673029746,-0.812441509544619
METTL15,-0.541370751080025,-0.812056126620037
SERF2,-0.541192388507546,-0.811788582761319
HUS1,0.541174453185025,0.811761679777538
SLC12A7,0.540833802395122,0.811250703592683
WAC,0.540695213090231,0.811042819635347
PCNX4,0.540663713031757,0.810995569547635
NDUFA2,-0.54050831508709,-0.810762472630635
ARPC2,0.540385077727503,0.810577616591254
GALNT14,0.540289274913264,0.810433912369896
BAK1,-0.540221585970628,-0.810332378955942
SPCS2,-0.540212052446799,-0.810318078670199
NPRL2,-0.539997154425644,-0.809995731638466
PIM1,-0.539936257442954,-0.809904386164431
TMEM17,-0.539864852845473,-0.80979727926821
VPS26C,-0.539374952808484,-0.809062429212726
EIF1AD,0.539352945602355,0.809029418403532
SP2,0.539324353306691,0.808986529960037
PLIN3,0.539203332577803,0.808804998866704
ANXA1,0.539056445963195,0.808584668944793
GHITM,-0.538952558007954,-0.808428837011931
POGLUT1,-0.538635236521998,-0.807952854782997
INO80D,-0.538608518243526,-0.807912777365289
ZNF580,-0.298157057137552,-0.447235585706328
ARPC5L,0.538319980276696,0.807479970415044
NDRG3,-0.536903531376775,-0.805355297065163
SFXN4,0.536596729923825,0.804895094885738
SH3BP5L,-0.536577722767143,-0.804866584150715
PCDHGB2,0.536448680516918,0.804673020775377
GCC2,0.536431168315551,0.804646752473327
RAB2A,-0.536420199882922,-0.804630299824383
FAM81A,0.294310833556283,0.441466250334425
KCT2,-0.536087316783299,-0.804130975174949
ACAD8,-0.536078032796814,-0.804117049195221
TM2D3,0.536036326964423,0.804054490446635
TTC1,-0.535612179725594,-0.803418269588391
ACVR2A,-0.535434439250758,-0.803151658876137
IFNAR2,0.535389006403643,0.803083509605464
CHAC1,0.535119092771227,0.802678639156841
KLC4,-0.534930278133055,-0.802395417199583
DCAF5,-0.534908935618171,-0.802363403427256
AIFM2,0.534903406379303,0.802355109568955
ATP6V0A2,0.534883898554802,0.802325847832203
CLCN7,0.534796131325594,0.802194196988391
ZCCHC14,0.534650736301637,0.801976104452455
RPLP1,0.534504919557374,0.801757379336061
RER1,-0.534389369324817,-0.801584053987225
TIGD2,-0.534357633741264,-0.801536450611896
AIMP1,-0.534061704115892,-0.801092556173838
PA2G4,0.534003619032681,0.801005428549022
S100PBP,-0.53314663725899,-0.799719955888485
IKZF3,-0.288727676298644,-0.433091514447966
EEA1,0.532748467929133,0.799122701893699
DYNC1LI1,0.532638076137693,0.798957114206539
GEMIN8,-0.532610807402412,-0.798916211103618
UBL5,0.532530973532531,0.798796460298796
PARVA,0.532484450337804,0.798726675506706
CTPS1,0.532062767109276,0.798094150663914
FKRP,-0.531925775426682,-0.797888663140023
FLI1,0.531875327667991,0.797812991501986
VWA1,-0.531840561804728,-0.797760842707092
RAB9B,0.286531886252328,0.429797829378492
RAD54B,0.531773406740409,0.797660110110613
PLEKHG3,0.53097414038863,0.796461210582945
CENPO,0.530847412747991,0.796271119121986
PCBP2,-0.530747148987427,-0.79612072348114
EIF3E,0.530564382057521,0.795846573086281
ATXN3,-0.530510685318336,-0.795766027977504
HNRNPUL2,0.530390989126475,0.795586483689712
ZNF713,-0.283952400832949,-0.425928601249423
FBXL12,0.530197275864566,0.795295913796849
RPS23,0.529941499310483,0.794912248965724
CAMKK1,-0.529818148943205,-0.794727223414808
CA13,0.52972238557512,0.79458357836268
XK,-0.529714694035518,-0.794572041053277
CAD,-0.529621559141231,-0.794432338711846
ENSA,-0.529584128350687,-0.794376192526031
YTHDC1,-0.529443480921776,-0.794165221382664
CRBN,-0.529226152379958,-0.793839228569937
MRPL53,-0.529116361013,-0.7936745415195
NR1D1,0.529103284153721,0.793654926230581
CHCHD1,-0.528971756253644,-0.793457634380466
LYRM1,0.528842745671869,0.793264118507803
NDUFA12,0.528674841519101,0.793012262278652
CDC42SE2,0.528579930065019,0.792869895097529
WIPF1,0.528576778225173,0.79286516733776
ADM5,0.528394298755452,0.792591448133178
GTSE1,0.528194419545027,0.79229162931754
TUB,0.279635635523424,0.419453453285136
UQCR10,-0.527911269316566,-0.791866903974849
ANXA9,0.527676991440457,0.791515487160686
RBM43,-0.527513241318188,-0.791269861977282
ANAPC15,-0.527503257660729,-0.791254886491094
GPSM3,0.527484427065894,0.791226640598841
STXBP5,-0.527248755108015,-0.790873132662023
LRRC47,-0.527219737292102,-0.790829605938153
SNAPC5,0.52704530658421,0.790567959876315
DGUOK,-0.52695772043073,-0.790436580646095
KPNA2,0.526165550925269,0.789248326387903
EFL1,-0.526129242892188,-0.789193864338282
MAK,-0.52565187833836,-0.78847781750754
MTPN,-0.525600723609001,-0.788401085413502
TRIP12,-0.525409217836496,-0.788113826754744
USO1,-0.524995179834982,-0.787492769752473
