genesymbol	geneset
PELI1	TBK1.DF_UP
PELI1	KRAS.DF.V1_UP
PELI1	STK33_UP
CMKLR1	KRAS.BREAST_UP.V1_UP
CMKLR1	BRCA1_DN.V1_UP
CMKLR1	IL21_UP.V1_DN
CMKLR1	KRAS.600_UP.V1_UP
CMKLR1	ALK_DN.V1_DN
CMKLR1	KRAS.600.LUNG.BREAST_UP.V1_UP
CMKLR1	CTIP_DN.V1_DN
CMKLR1	KRAS.LUNG.BREAST_UP.V1_UP
SAMHD1	HOXA9_DN.V1_UP
SAMHD1	MEK_UP.V1_DN
SAMHD1	LTE2_UP.V1_DN
IL2RB	JNK_DN.V1_DN
IL2RB	P53_DN.V1_DN
CFH	ATF2_UP.V1_DN
CFH	PKCA_DN.V1_DN
CFH	ATM_DN.V1_DN
CFH	PGF_UP.V1_UP
CFH	CSR_LATE_UP.V1_DN
CFH	KRAS.PROSTATE_UP.V1_UP
VAMP5	AKT_UP.V1_UP
VAMP5	SNF5_DN.V1_UP
VAMP5	PTEN_DN.V2_UP
VAMP5	AKT_UP_MTOR_DN.V1_UP
VAMP5	CSR_LATE_UP.V1_DN
BANK1	STK33_SKM_DN
BANK1	KRAS.LUNG_UP.V1_UP
BANK1	KRAS.PROSTATE_UP.V1_UP
SELP	IL15_UP.V1_DN
IFIT1	SRC_UP.V1_DN
IFIT1	TBK1.DF_DN
IFIT1	TGFB_UP.V1_DN
IFIT1	ERBB2_UP.V1_DN
IFIT1	PRC2_EZH2_UP.V1_DN
IFIT1	MTOR_UP.V1_UP
IFIT1	AKT_UP_MTOR_DN.V1_UP
IFIT1	AKT_UP.V1_UP
IFIT1	SNF5_DN.V1_UP
IFIT1	MEK_UP.V1_DN
IFIT1	LTE2_UP.V1_DN
IFIT1	NOTCH_DN.V1_UP
IFIT1	KRAS.DF.V1_UP
IFIT1	MEL18_DN.V1_DN
IFIT1	PRC1_BMI_UP.V1_DN
MX2	RPS14_DN.V1_UP
MX2	KRAS.50_UP.V1_DN
MX2	KRAS.KIDNEY_UP.V1_DN
MX2	PTEN_DN.V1_UP
MX2	GCNP_SHH_UP_EARLY.V1_DN
MX2	KRAS.300_UP.V1_DN
MX2	BRCA1_DN.V1_DN
MX2	KRAS.600_UP.V1_DN
CD274	CSR_EARLY_UP.V1_UP
CD86	HOXA9_DN.V1_UP
CD86	STK33_SKM_UP
CD86	PTEN_DN.V2_UP
BPGM	PDGF_ERK_DN.V1_DN
BPGM	AKT_UP.V1_UP
BPGM	PGF_UP.V1_UP
BPGM	RAF_UP.V1_UP
BPGM	WNT_UP.V1_DN
BPGM	PDGF_UP.V1_DN
BPGM	PRC2_EZH2_UP.V1_UP
C1R	SNF5_DN.V1_UP
C1R	AKT_UP.V1_DN
C1R	MTOR_UP.V1_DN
C1R	AKT_UP_MTOR_DN.V1_DN
AUTS2	RAF_UP.V1_DN
AUTS2	MEK_UP.V1_DN
AUTS2	KRAS.DF.V1_DN
AUTS2	P53_DN.V1_UP
AUTS2	LEF1_UP.V1_UP
APOL6	ATF2_S_UP.V1_UP
APOL6	MTOR_UP.N4.V1_UP
IRF8	PRC1_BMI_UP.V1_UP
IRF8	SRC_UP.V1_UP
IRF8	PRC2_EED_UP.V1_UP
IRF8	JNK_DN.V1_DN
IRF8	PRC2_EZH2_UP.V1_UP
VCAM1	PTEN_DN.V1_UP
VCAM1	ATF2_UP.V1_DN
VCAM1	ATF2_S_UP.V1_DN
VCAM1	CYCLIN_D1_KE_.V1_DN
ST8SIA4	ERBB2_UP.V1_UP
ST8SIA4	MTOR_UP.N4.V1_DN
KLRK1	KRAS.600.LUNG.BREAST_UP.V1_DN
KLRK1	ATF2_UP.V1_DN
KLRK1	IL2_UP.V1_UP
NCOA3	VEGF_A_UP.V1_DN
NCOA3	TBK1.DF_DN
IRF5	GCNP_SHH_UP_EARLY.V1_UP
IRF5	CRX_DN.V1_DN
IRF5	TGFB_UP.V1_DN
IRF5	VEGF_A_UP.V1_UP
GPR18	HOXA9_DN.V1_UP
GPR18	KRAS.600_UP.V1_UP
MVP	BMI1_DN.V1_DN
MVP	KRAS.DF.V1_UP
MVP	LEF1_UP.V1_DN
MVP	MEL18_DN.V1_DN
MVP	AKT_UP_MTOR_DN.V1_UP
MVP	RB_DN.V1_DN
P2RY14	STK33_SKM_UP
P2RY14	IL21_UP.V1_UP
P2RY14	RPS14_DN.V1_UP
P2RY14	PTEN_DN.V1_DN
P2RY14	STK33_UP
P2RY14	STK33_NOMO_UP
RIPK1	PRC2_EED_UP.V1_DN
RIPK1	RELA_DN.V1_UP
SECTM1	BMI1_DN_MEL18_DN.V1_DN
SECTM1	AKT_UP.V1_UP
SECTM1	PTEN_DN.V2_UP
SECTM1	PKCA_DN.V1_UP
IL10RA	PRC2_SUZ12_UP.V1_DN
IL10RA	JNK_DN.V1_UP
IL10RA	STK33_NOMO_UP
IL10RA	KRAS.PROSTATE_UP.V1_UP
IL10RA	HOXA9_DN.V1_UP
IL10RA	STK33_SKM_UP
IL10RA	KRAS.LUNG_UP.V1_DN
IL10RA	DCA_UP.V1_DN
IL10RA	STK33_UP
XAF1	P53_DN.V2_UP
XAF1	CSR_EARLY_UP.V1_DN
XAF1	KRAS.600_UP.V1_DN
XAF1	ATM_DN.V1_UP
XAF1	CSR_LATE_UP.V1_DN
XAF1	STK33_NOMO_DN
TAPBP	SNF5_DN.V1_UP
IRF4	P53_DN.V1_DN
ZNFX1	SNF5_DN.V1_UP
ITGB7	ESC_V6.5_UP_LATE.V1_DN
ITGB7	STK33_NOMO_DN
ITGB7	ESC_J1_UP_LATE.V1_DN
ITGB7	PKCA_DN.V1_DN
ITGB7	KRAS.PROSTATE_UP.V1_DN
HLA-DQA1	PRC2_SUZ12_UP.V1_DN
HLA-DQA1	MEL18_DN.V1_UP
PLA2G4A	AKT_UP.V1_DN
PLA2G4A	ATF2_UP.V1_DN
PLA2G4A	E2F1_UP.V1_DN
PLA2G4A	PGF_UP.V1_UP
PLA2G4A	GCNP_SHH_UP_EARLY.V1_DN
PLA2G4A	MYC_UP.V1_UP
PLA2G4A	AKT_UP_MTOR_DN.V1_DN
PLA2G4A	P53_DN.V1_DN
ST3GAL5	TBK1.DN.48HRS_DN
ST3GAL5	P53_DN.V1_DN
VAMP8	ESC_V6.5_UP_LATE.V1_UP
VAMP8	ESC_J1_UP_LATE.V1_UP
OAS3	MEK_UP.V1_DN
OAS3	LTE2_UP.V1_DN
OAS3	LEF1_UP.V1_DN
OAS3	PKCA_DN.V1_UP
OAS2	ERBB2_UP.V1_DN
OAS2	PKCA_DN.V1_UP
OAS2	MTOR_UP.V1_UP
OAS2	MEK_UP.V1_DN
OAS2	LTE2_UP.V1_DN
SLAMF7	ALK_DN.V1_UP
SLAMF7	IL15_UP.V1_UP
HLA-DMA	HOXA9_DN.V1_UP
HLA-DMA	RPS14_DN.V1_UP
HLA-DMA	VEGF_A_UP.V1_UP
HLA-DMA	PTEN_DN.V1_DN
ZBP1	ESC_J1_UP_EARLY.V1_DN
ZBP1	KRAS.600_UP.V1_DN
CFB	PRC2_SUZ12_UP.V1_UP
CFB	ATF2_UP.V1_DN
CFB	CYCLIN_D1_KE_.V1_DN
CFB	CYCLIN_D1_UP.V1_DN
CFB	ESC_V6.5_UP_EARLY.V1_DN
CFB	P53_DN.V1_UP
CFB	GCNP_SHH_UP_EARLY.V1_DN
STAT4	NFE2L2.V2
STAT4	LEF1_UP.V1_DN
STAT4	ESC_J1_UP_LATE.V1_DN
STAT4	CAMP_UP.V1_UP
STAT4	P53_DN.V1_DN
FGL2	ALK_DN.V1_DN
FGL2	KRAS.AMP.LUNG_UP.V1_DN
FGL2	HOXA9_DN.V1_UP
FGL2	STK33_SKM_UP
FGL2	STK33_UP
SERPING1	DCA_UP.V1_UP
SERPING1	CRX_DN.V1_DN
SERPING1	CAHOY_ASTROGLIAL
SERPING1	JNK_DN.V1_DN
SERPING1	KRAS.600.LUNG.BREAST_UP.V1_DN
SERPING1	ATF2_S_UP.V1_DN
SERPING1	KRAS.BREAST_UP.V1_DN
SERPING1	P53_DN.V2_DN
SERPING1	KRAS.600_UP.V1_DN
RBCK1	CAMP_UP.V1_UP
UPP1	STK33_NOMO_UP
UPP1	STK33_SKM_UP
UPP1	ATF2_UP.V1_UP
UPP1	CAMP_UP.V1_UP
UPP1	ATF2_S_UP.V1_UP
UPP1	RAF_UP.V1_UP
UPP1	STK33_UP
MTHFD2	NFE2L2.V2
MTHFD2	ALK_DN.V1_UP
MTHFD2	CAMP_UP.V1_UP
EIF4E3	AKT_UP.V1_DN
EIF4E3	AKT_UP_MTOR_DN.V1_DN
EIF4E3	PKCA_DN.V1_DN
HLA-DRB1	PTEN_DN.V1_DN
FCGR1A	SNF5_DN.V1_UP
FCGR1A	ATM_DN.V1_UP
SRI	NFE2L2.V2
SRI	RB_P107_DN.V1_DN
PIK3CB	STK33_DN
PIK3CB	STK33_SKM_DN
PIK3CB	PRC2_EZH2_UP.V1_UP
PECAM1	NRL_DN.V1_DN
PECAM1	JNK_DN.V1_UP
PECAM1	HOXA9_DN.V1_UP
PECAM1	KRAS.KIDNEY_UP.V1_UP
PECAM1	MTOR_UP.N4.V1_UP
ICAM4	BRCA1_DN.V1_DN
STX4	E2F1_UP.V1_DN
STX4	KRAS.DF.V1_UP
STX4	MTOR_UP.N4.V1_UP
CLDN15	ATF2_UP.V1_UP
CLDN15	RELA_DN.V1_UP
TNFRSF11B	MEK_UP.V1_UP
TNFRSF11B	STK33_SKM_UP
TNFRSF11B	NFE2L2.V2
TNFRSF11B	ERBB2_UP.V1_UP
TNFRSF11B	ATF2_UP.V1_DN
TNFRSF11B	ATF2_S_UP.V1_DN
TNFRSF11B	LTE2_UP.V1_UP
TNFRSF11B	EGFR_UP.V1_UP
SGCE	MEK_UP.V1_UP
SGCE	ESC_V6.5_UP_LATE.V1_UP
SGCE	ESC_J1_UP_LATE.V1_UP
SGCE	JAK2_DN.V1_DN
SGCE	CRX_NRL_DN.V1_DN
SGCE	RAF_UP.V1_UP
SGCE	PTEN_DN.V1_DN
CLDN11	IL15_UP.V1_DN
FYB1	SNF5_DN.V1_UP
FYB1	PTEN_DN.V2_UP
FYB1	NOTCH_DN.V1_UP
LIMA1	E2F1_UP.V1_DN
LIMA1	MTOR_UP.N4.V1_UP
NECTIN3	CRX_NRL_DN.V1_DN
NECTIN3	PTEN_DN.V2_DN
CDH15	E2F3_UP.V1_DN
SLIT2	P53_DN.V1_UP
SLIT2	KRAS.600.LUNG.BREAST_UP.V1_UP
SLIT2	CORDENONSI_YAP_CONSERVED_SIGNATURE
MAPK11	CTIP_DN.V1_DN
HRAS	LTE2_UP.V1_UP
ITGA10	JNK_DN.V1_DN
VASP	MEK_UP.V1_UP
VASP	JNK_DN.V1_DN
VASP	ERBB2_UP.V1_UP
VASP	CYCLIN_D1_UP.V1_DN
VASP	P53_DN.V1_UP
LAMA3	SINGH_KRAS_DEPENDENCY_SIGNATURE_
LAMA3	DCA_UP.V1_DN
LAMA3	LTE2_UP.V1_DN
LAMA3	PTEN_DN.V2_UP
IRS1	RAF_UP.V1_DN
IRS1	BCAT.100_UP.V1_UP
IRS1	AKT_UP.V1_DN
IRS1	IL15_UP.V1_UP
IRS1	ERBB2_UP.V1_DN
IRS1	IL2_UP.V1_UP
IRS1	EGFR_UP.V1_DN
IRS1	TGFB_UP.V1_UP
IRS1	AKT_UP_MTOR_DN.V1_DN
IRS1	STK33_NOMO_UP
NECTIN1	RELA_DN.V1_DN
NECTIN1	KRAS.BREAST_UP.V1_DN
NECTIN1	KRAS.600.LUNG.BREAST_UP.V1_DN
NLGN2	NRL_DN.V1_UP
ADAM23	ESC_J1_UP_EARLY.V1_DN
ADAM23	ESC_J1_UP_LATE.V1_DN
ADAM23	KRAS.PROSTATE_UP.V1_DN
ADAM23	P53_DN.V1_DN
ADAM23	PDGF_UP.V1_DN
DSC1	PDGF_UP.V1_DN
SHC1	GCNP_SHH_UP_EARLY.V1_UP
SHC1	BCAT_BILD_ET_AL_DN
NECTIN4	RB_P130_DN.V1_DN
CDH3	JAK2_DN.V1_DN
CDH3	IL21_UP.V1_UP
CDH3	IL15_UP.V1_UP
CDH3	IL2_UP.V1_UP
CDH3	ESC_J1_UP_EARLY.V1_UP
ADAM15	ATF2_UP.V1_DN
ADAM15	CTIP_DN.V1_DN
PIK3R3	STK33_DN
PIK3R3	TGFB_UP.V1_DN
PIK3R3	STK33_NOMO_DN
PIK3R3	BMI1_DN.V1_DN
PIK3R3	HOXA9_DN.V1_UP
PIK3R3	IL2_UP.V1_DN
NLGN3	ATM_DN.V1_DN
NLGN3	CTIP_DN.V1_DN
GAMT	KRAS.LUNG.BREAST_UP.V1_DN
GAMT	MYC_UP.V1_DN
GAMT	ERBB2_UP.V1_UP
GAMT	P53_DN.V1_DN
GAMT	KRAS.600.LUNG.BREAST_UP.V1_DN
RAC2	KRAS.DF.V1_UP
RAC2	LEF1_UP.V1_DN
CLDN4	MEK_UP.V1_UP
CLDN4	TBK1.DF_UP
NECTIN2	GCNP_SHH_UP_LATE.V1_UP
CNTN1	WNT_UP.V1_DN
CNTN1	SNF5_DN.V1_DN
CNTN1	IL15_UP.V1_DN
CAP1	RB_P107_DN.V1_DN
CAP1	CRX_NRL_DN.V1_DN
CAP1	RB_DN.V1_DN
NRTN	PTEN_DN.V2_DN
ICAM2	ATF2_UP.V1_UP
ICAM2	KRAS.AMP.LUNG_UP.V1_DN
COL16A1	CRX_DN.V1_DN
COL16A1	MEL18_DN.V1_UP
COL16A1	ATF2_S_UP.V1_DN
COL16A1	RB_P107_DN.V1_UP
COL16A1	BMI1_DN_MEL18_DN.V1_UP
COL16A1	ESC_V6.5_UP_EARLY.V1_DN
COL16A1	BMI1_DN.V1_UP
COL16A1	TGFB_UP.V1_UP
CLDN9	MEK_UP.V1_UP
CLDN9	PGF_UP.V1_DN
CLDN9	SRC_UP.V1_UP
FLNC	LEF1_UP.V1_UP
PCDH1	ATF2_UP.V1_UP
PCDH1	P53_DN.V2_UP
PCDH1	MEK_UP.V1_UP
PCDH1	ESC_J1_UP_LATE.V1_UP
PCDH1	ERBB2_UP.V1_UP
SYMPK	PRC2_EED_UP.V1_DN
PKD1	E2F1_UP.V1_DN
PKD1	CYCLIN_D1_UP.V1_UP
PKD1	VEGF_A_UP.V1_UP
PKD1	CYCLIN_D1_KE_.V1_UP
PKD1	PGF_UP.V1_DN
PKD1	DCA_UP.V1_DN
AMIGO2	MEK_UP.V1_DN
AMIGO2	LTE2_UP.V1_DN
AMIGO2	ERBB2_UP.V1_DN
AMIGO2	IL2_UP.V1_UP
ADAMTS5	KRAS.BREAST_UP.V1_DN
ADAMTS5	PRC2_EZH2_UP.V1_DN
ADAMTS5	STK33_SKM_DN
ADAMTS5	KRAS.AMP.LUNG_UP.V1_DN
SRC	SRC_UP.V1_UP
SRC	KRAS.KIDNEY_UP.V1_DN
SRC	JNK_DN.V1_DN
ITGA2	PRC2_SUZ12_UP.V1_UP
ITGA2	KRAS.300_UP.V1_UP
ITGA2	KRAS.50_UP.V1_UP
ITGA2	VEGF_A_UP.V1_DN
ITGA2	TBK1.DF_DN
ITGA2	IL21_UP.V1_DN
ITGA2	P53_DN.V1_UP
ITGA2	PGF_UP.V1_UP
ITGA2	KRAS.600_UP.V1_UP
ITGA2	KRAS.600.LUNG.BREAST_UP.V1_UP
ITGA2	KRAS.LUNG_UP.V1_UP
ITGA2	YAP1_DN
ITGA2	EGFR_UP.V1_UP
ITGA2	PRC2_EZH2_UP.V1_UP
ITGA2	KRAS.LUNG.BREAST_UP.V1_UP
ITGA2	KRAS.PROSTATE_UP.V1_UP
SKAP2	CRX_DN.V1_DN
SKAP2	MEL18_DN.V1_DN
SKAP2	RAF_UP.V1_UP
MPZL2	MEK_UP.V1_UP
MPZL2	AKT_UP.V1_UP
MPZL2	ERBB2_UP.V1_UP
MPZL2	KRAS.KIDNEY_UP.V1_UP
MPZL2	RAF_UP.V1_UP
MPZL2	TGFB_UP.V1_UP
MPZL2	AKT_UP_MTOR_DN.V1_UP
MPZL2	EGFR_UP.V1_UP
CADM3	AKT_UP_MTOR_DN.V1_DN
COL9A1	KRAS.BREAST_UP.V1_UP
COL9A1	WNT_UP.V1_DN
COL9A1	RAPA_EARLY_UP.V1_DN
CDSN	KRAS.BREAST_UP.V1_UP
CDSN	KRAS.600.LUNG.BREAST_UP.V1_UP
CDSN	KRAS.LUNG.BREAST_UP.V1_UP
TMEM8B	CAMP_UP.V1_UP
TMEM8B	VEGF_A_UP.V1_UP
TMEM8B	KRAS.300_UP.V1_DN
TMEM8B	KRAS.600_UP.V1_DN
TMEM8B	KRAS.600.LUNG.BREAST_UP.V1_DN
BAIAP2	NOTCH_DN.V1_DN
THY1	JNK_DN.V1_DN
THY1	CYCLIN_D1_UP.V1_UP
THY1	VEGF_A_UP.V1_UP
THY1	CYCLIN_D1_KE_.V1_UP
THY1	PGF_UP.V1_DN
AMH	ESC_J1_UP_LATE.V1_DN
AMH	BCAT.100_UP.V1_DN
AMH	ESC_J1_UP_EARLY.V1_DN
NEGR1	EIF4E_UP
COL17A1	P53_DN.V1_UP
COL17A1	AKT_UP.V1_DN
COL17A1	AKT_UP_MTOR_DN.V1_DN
COL17A1	TBK1.DF_DN
CDK8	STK33_DN
CDK8	HOXA9_DN.V1_UP
CDK8	TBK1.DF_UP
CDK8	LTE2_UP.V1_DN
CDK8	STK33_SKM_DN
CD34	BRCA1_DN.V1_UP
CD34	IL2_UP.V1_DN
CD34	CTIP_DN.V1_UP
CD34	KRAS.AMP.LUNG_UP.V1_DN
ITGA3	MEL18_DN.V1_UP
ITGA3	BMI1_DN_MEL18_DN.V1_UP
ITGA3	CYCLIN_D1_UP.V1_DN
ITGA3	BMI1_DN.V1_UP
ITGA3	EGFR_UP.V1_UP
ITGA3	SNF5_DN.V1_DN
SLC30A3	KRAS.DF.V1_DN
SLC30A3	KRAS.600.LUNG.BREAST_UP.V1_DN
SLC30A3	KRAS.BREAST_UP.V1_DN
SLC30A3	GCNP_SHH_UP_LATE.V1_DN
CLDN5	KRAS.DF.V1_UP
CLDN5	KRAS.600.LUNG.BREAST_UP.V1_UP
CLDN5	IL2_UP.V1_UP
SIRPA	E2F1_UP.V1_UP
SIRPA	TBK1.DF_UP
SIRPA	KRAS.DF.V1_DN
SIRPA	BCAT_BILD_ET_AL_UP
SIRPA	RPS14_DN.V1_UP
SIRPA	BMI1_DN.V1_UP
MYL9	KRAS.LUNG.BREAST_UP.V1_DN
MYL9	JNK_DN.V1_DN
MYL9	KRAS.600.LUNG.BREAST_UP.V1_DN
MYL9	BCAT_BILD_ET_AL_UP
MYL9	CYCLIN_D1_UP.V1_DN
MYL9	KRAS.BREAST_UP.V1_DN
MYL9	VEGF_A_UP.V1_UP
MYL9	ESC_J1_UP_EARLY.V1_DN
MYL9	KRAS.300_UP.V1_DN
MYL9	KRAS.600_UP.V1_DN
MYL9	PGF_UP.V1_DN
MYL9	LEF1_UP.V1_UP
EXOC4	JAK2_DN.V1_DN
FBN1	RB_P107_DN.V1_UP
FBN1	AKT_UP_MTOR_DN.V1_DN
THBS3	MTOR_UP.V1_DN
THBS3	KRAS.600.LUNG.BREAST_UP.V1_DN
VAV2	ATF2_S_UP.V1_DN
VAV2	PRC2_EED_UP.V1_DN
VAV2	ALK_DN.V1_DN
VAV2	ATM_DN.V1_UP
CDH11	RB_P107_DN.V1_UP
CDH11	P53_DN.V1_UP
CDH11	JAK2_DN.V1_UP
CDH11	SIRNA_EIF4GI_DN
CDH11	PTEN_DN.V1_DN
RRAS	TBK1.DF_UP
RRAS	ALK_DN.V1_UP
RRAS	RB_P130_DN.V1_DN
RRAS	CYCLIN_D1_UP.V1_UP
RRAS	CYCLIN_D1_KE_.V1_UP
ADRA1B	PRC2_EED_UP.V1_UP
ADRA1B	MTOR_UP.V1_UP
ADRA1B	RAPA_EARLY_UP.V1_UP
ADRA1B	IL15_UP.V1_DN
ADRA1B	KRAS.PROSTATE_UP.V1_UP
ADRA1B	IL21_UP.V1_DN
ATP1A3	PGF_UP.V1_DN
NFASC	PTEN_DN.V1_UP
NFASC	PGF_UP.V1_DN
NFASC	DCA_UP.V1_DN
CLDN14	PRC2_SUZ12_UP.V1_DN
CLDN14	BRCA1_DN.V1_UP
CLDN14	ATM_DN.V1_UP
CLDN14	RAPA_EARLY_UP.V1_UP
CLDN14	PTEN_DN.V1_DN
CLDN14	PRC1_BMI_UP.V1_DN
CLDN14	ATF2_S_UP.V1_DN
ZYX	CYCLIN_D1_UP.V1_UP
ZYX	CYCLIN_D1_KE_.V1_UP
PBX2	CYCLIN_D1_KE_.V1_DN
PBX2	CYCLIN_D1_UP.V1_DN
PBX2	P53_DN.V2_DN
CD276	GCNP_SHH_UP_EARLY.V1_UP
CD276	GCNP_SHH_UP_LATE.V1_DN
MADCAM1	PRC1_BMI_UP.V1_UP
MADCAM1	PRC2_EED_UP.V1_UP
GRB7	RB_DN.V1_UP
GRB7	ALK_DN.V1_DN
GRB7	GCNP_SHH_UP_LATE.V1_DN
KRT31	P53_DN.V2_UP
KRT31	KRAS.600_UP.V1_DN
KRT31	PGF_UP.V1_DN
BMP1	CYCLIN_D1_UP.V1_UP
BMP1	ESC_J1_UP_EARLY.V1_DN
AKT3	CAMP_UP.V1_DN
AKT3	KRAS.DF.V1_UP
JUP	ATF2_UP.V1_DN
JUP	ATF2_S_UP.V1_DN
JUP	PRC2_EED_UP.V1_DN
JUP	MEL18_DN.V1_DN
JUP	PRC2_EZH2_UP.V1_UP
CX3CL1	DCA_UP.V1_DN
CX3CL1	CTIP_DN.V1_DN
CX3CL1	GCNP_SHH_UP_LATE.V1_DN
CX3CL1	KRAS.PROSTATE_UP.V1_UP
DSC3	TBK1.DF_DN
TSPAN4	AKT_UP.V1_DN
TSPAN4	MTOR_UP.V1_DN
TSPAN4	AKT_UP_MTOR_DN.V1_DN
TSPAN4	RAPA_EARLY_UP.V1_DN
CLDN18	JNK_DN.V1_UP
PTPRC	SNF5_DN.V1_UP
PTPRC	GCNP_SHH_UP_LATE.V1_UP
PTPRC	CAMP_UP.V1_DN
PTPRC	VEGF_A_UP.V1_UP
IKBKG	GCNP_SHH_UP_LATE.V1_DN
GNAI2	ERBB2_UP.V1_UP
GNAI2	PRC2_EED_UP.V1_DN
GNAI2	CYCLIN_D1_KE_.V1_UP
MSN	CAHOY_ASTROGLIAL
MSN	CYCLIN_D1_UP.V1_UP
MSN	YAP1_UP
MSN	LEF1_UP.V1_UP
CRB3	RB_P130_DN.V1_UP
VCAN	GCNP_SHH_UP_LATE.V1_UP
VCAN	HOXA9_DN.V1_UP
VCAN	TBK1.DF_UP
VCAN	E2F1_UP.V1_DN
VCAN	KRAS.DF.V1_UP
VCAN	PGF_UP.V1_UP
VCAN	AKT_UP_MTOR_DN.V1_DN
VCAN	P53_DN.V1_DN
JAM3	NRL_DN.V1_DN
JAM3	CRX_NRL_DN.V1_DN
JAM3	PTEN_DN.V1_UP
JAM3	GCNP_SHH_UP_EARLY.V1_DN
JAM3	CRX_DN.V1_DN
SYK	NFE2L2.V2
NF2	TBK1.DF_UP
ARPC2	BCAT_BILD_ET_AL_DN
CLDN6	RELA_DN.V1_DN
CLDN6	IL21_UP.V1_UP
CLDN6	BRCA1_DN.V1_UP
CLDN6	WNT_UP.V1_UP
ACTG2	RB_P107_DN.V1_UP
ACTG2	KRAS.300_UP.V1_DN
ACTG2	KRAS.600_UP.V1_DN
ACTG2	LTE2_UP.V1_UP
ACTG2	EGFR_UP.V1_UP
INPPL1	NRL_DN.V1_DN
INPPL1	JNK_DN.V1_DN
INPPL1	CRX_NRL_DN.V1_DN
DMP1	JAK2_DN.V1_UP
DMP1	ALK_DN.V1_UP
DMP1	PTEN_DN.V1_DN
ITGA9	BCAT_GDS748_UP
ITGA9	BCAT.100_UP.V1_UP
ITGA9	NOTCH_DN.V1_DN
ITGA9	IL2_UP.V1_UP
NRXN2	ATF2_UP.V1_UP
NRXN2	DCA_UP.V1_UP
MMP9	EIF4E_DN
MMP9	KRAS.600_UP.V1_UP
MMP9	LTE2_UP.V1_UP
MMP9	KRAS.BREAST_UP.V1_UP
MMP9	MYC_UP.V1_DN
MMP9	TBK1.DF_UP
MMP9	KRAS.600.LUNG.BREAST_UP.V1_UP
MMP9	RB_DN.V1_DN
MMP9	KRAS.LUNG.BREAST_UP.V1_UP
PARVA	ESC_J1_UP_LATE.V1_UP
PARVA	RAF_UP.V1_UP
PARVA	ATM_DN.V1_UP
PARVA	ESC_V6.5_UP_EARLY.V1_DN
ADAM9	HOXA9_DN.V1_UP
ADAM9	VEGF_A_UP.V1_DN
ADAM9	ERBB2_UP.V1_DN
ADAM9	EIF4E_DN
ADAM9	PGF_UP.V1_UP
ADAM9	MTOR_UP.N4.V1_UP
ADAM9	PDGF_UP.V1_UP
VWF	RPS14_DN.V1_UP
VWF	IL15_UP.V1_DN
PTEN	PTEN_DN.V2_DN
PTEN	PTEN_DN.V1_DN
EVL	E2F1_UP.V1_UP
EVL	SNF5_DN.V1_UP
CDH4	P53_DN.V2_UP
CDH4	RAPA_EARLY_UP.V1_UP
CDH4	KRAS.PROSTATE_UP.V1_UP
CD209	HOXA9_DN.V1_UP
CD209	MTOR_UP.V1_DN
CD209	NOTCH_DN.V1_DN
TUBG1	RB_DN.V1_UP
TUBG1	RPS14_DN.V1_DN
TUBG1	RB_P107_DN.V1_UP
TUBG1	CSR_LATE_UP.V1_UP
ICAM5	GCNP_SHH_UP_EARLY.V1_UP
ICAM5	MYC_UP.V1_UP
ICAM5	PKCA_DN.V1_UP
ICAM5	ATM_DN.V1_UP
ICAM5	SRC_UP.V1_UP
ICAM5	CAHOY_NEURONAL
ICAM5	BCAT_BILD_ET_AL_UP
CLDN8	KRAS.LUNG.BREAST_UP.V1_DN
CLDN8	KRAS.BREAST_UP.V1_DN
CLDN8	KRAS.600_UP.V1_DN
CLDN8	KRAS.600.LUNG.BREAST_UP.V1_DN
CLDN8	WNT_UP.V1_UP
CNN2	AKT_UP.V1_DN
CNN2	LTE2_UP.V1_DN
CNN2	GCNP_SHH_UP_LATE.V1_DN
TRO	JNK_DN.V1_DN
TRO	TGFB_UP.V1_DN
TRO	SNF5_DN.V1_DN
LYPD3	MYC_UP.V1_DN
LYPD3	SRC_UP.V1_DN
LYPD3	KRAS.600_UP.V1_DN
LYPD3	KRAS.LUNG_UP.V1_DN
LYPD3	E2F3_UP.V1_DN
FLOT2	CYCLIN_D1_UP.V1_DN
NCOA6	EIF4E_DN
NCOA6	GCNP_SHH_UP_LATE.V1_DN
GAS1	KRAS.LUNG_UP.V1_DN
GAS1	AKT_UP.V1_DN
GAS1	BCAT_GDS748_DN
GAS1	KRAS.600.LUNG.BREAST_UP.V1_DN
GAS1	ATF2_UP.V1_DN
GAS1	TBK1.DF_DN
GAS1	ATF2_S_UP.V1_DN
GAS1	ESC_V6.5_UP_LATE.V1_UP
GAS1	PRC2_EZH2_UP.V1_DN
GAS1	AKT_UP_MTOR_DN.V1_DN
GAS1	PRC1_BMI_UP.V1_DN
GAS1	CSR_LATE_UP.V1_DN
ATP8B1	RPS14_DN.V1_UP
ATP8B1	JAK2_DN.V1_DN
ATP8B1	MEK_UP.V1_DN
ATP8B1	ERBB2_UP.V1_DN
SCUBE1	NFE2L2.V2
MAL	PTEN_DN.V1_UP
MAL	P53_DN.V1_DN
GATA3	TGFB_UP.V1_DN
GATA3	LEF1_UP.V1_UP
SLC22A12	AKT_UP.V1_DN
SLC22A12	AKT_UP_MTOR_DN.V1_DN
RTN4RL1	E2F3_UP.V1_UP
RTN4RL1	CAHOY_NEURONAL
CD160	BRCA1_DN.V1_UP
